MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:96539	Il12a	interleukin 12a	3		positive regulation of NK T cell activation			ISO	P29459 	J:164563 	
MGI:96539	Il12a	interleukin 12a	3		positive regulation of NK T cell proliferation			ISO	P29459 	J:164563 	
MGI:96539	Il12a	interleukin 12a	3		positive regulation of T cell differentiation			IGI	MGI:1916927 	J:191418 	
MGI:96539	Il12a	interleukin 12a	3		positive regulation of T cell proliferation	regulates the proliferation of T cell		IDA		J:65439 	
MGI:96539	Il12a	interleukin 12a	3		positive regulation of T cell proliferation			IDA		J:65966 	
MGI:96539	Il12a	interleukin 12a	3		positive regulation of T cell proliferation			ISO	P29459 	J:164563 	
MGI:96539	Il12a	interleukin 12a	3		T-helper 1 cell activation			IDA		J:189858 	
MGI:96540	Il12b	interleukin 12b	11		positive regulation of activated T cell proliferation			ISO	P29460 	J:164563 	
MGI:96540	Il12b	interleukin 12b	11		positive regulation of NK T cell activation			ISO	P29460 	J:164563 	
MGI:96540	Il12b	interleukin 12b	11		positive regulation of NK T cell proliferation			ISO	P29460 	J:164563 	
MGI:96540	Il12b	interleukin 12b	11		positive regulation of T cell proliferation	regulates the proliferation of T cell		IDA		J:65439 	
MGI:96540	Il12b	interleukin 12b	11		positive regulation of T cell proliferation			IDA		J:65966 	
MGI:96540	Il12b	interleukin 12b	11		positive regulation of T cell proliferation			ISO	P29460 	J:164563 	
MGI:96540	Il12b	interleukin 12b	11		T-helper cell differentiation			ISO	P29460 	J:164563 	
MGI:104579	Il12rb1	interleukin 12 receptor, beta 1	8		positive regulation of activated T cell proliferation			IBA	PTN002745680 	J:265628 	
MGI:104579	Il12rb1	interleukin 12 receptor, beta 1	8		positive regulation of activated T cell proliferation			ISO	P42701 	J:164563 	
MGI:104579	Il12rb1	interleukin 12 receptor, beta 1	8		positive regulation of NK T cell proliferation			ISO	P42701 	J:164563 	
MGI:104579	Il12rb1	interleukin 12 receptor, beta 1	8		positive regulation of T cell proliferation			IDA		J:65966 	
MGI:104579	Il12rb1	interleukin 12 receptor, beta 1	8		positive regulation of T cell proliferation			ISO	P42701 	J:164563 	
MGI:1270861	Il12rb2	interleukin 12 receptor, beta 2	6		positive regulation of NK T cell proliferation			ISO	Q99665 	J:164563 	
MGI:1270861	Il12rb2	interleukin 12 receptor, beta 2	6		positive regulation of T cell proliferation			IDA		J:65966 	
MGI:1270861	Il12rb2	interleukin 12 receptor, beta 2	6		positive regulation of T cell proliferation			ISO	Q99665 	J:164563 	
MGI:103014	Il15	interleukin 15	8		extrathymic T cell selection			IMP	MGI:2136897 	J:60915 	
MGI:103014	Il15	interleukin 15	8		NK T cell proliferation			IMP	MGI:2136897 	J:60915 	
MGI:103014	Il15	interleukin 15	8		positive regulation of T cell proliferation			IBA	PTN002682897 	J:265628 	
MGI:103014	Il15	interleukin 15	8		positive regulation of T cell proliferation			IMP	MGI:2136897 	J:60915 	
MGI:103014	Il15	interleukin 15	8		regulation of T cell differentiation			IMP	MGI:2136897 	J:60915 	
MGI:107936	Il18	interleukin 18	9		positive regulation of activated T cell proliferation			ISO	Q14116 	J:164563 	
MGI:107936	Il18	interleukin 18	9		positive regulation of activated T cell proliferation			ISS	Q14116 	J:115169 	
MGI:107936	Il18	interleukin 18	9		positive regulation of NK T cell proliferation			ISO	Q14116 	J:164563 	
MGI:107936	Il18	interleukin 18	9		positive regulation of T-helper 2 cell differentiation			IMP		J:102800 	
MGI:105383	Il18r1	interleukin 18 receptor 1	1		T-helper 1 cell differentiation	results in the differentiation of T-helper 1 cell		IMP	MGI:2136765 	J:70298 	
MGI:2143266	Il20rb	interleukin 20 receptor beta	9		negative regulation of T cell proliferation	regulates the proliferation of T cell		IMP	MGI:3830304 	J:143497 	
MGI:2143266	Il20rb	interleukin 20 receptor beta	9		regulation of T cell activation	regulates a function/process that has the participant T cell		IMP	MGI:3830304 	J:143497 	
MGI:1890474	Il21	interleukin 21	3		positive regulation of T cell proliferation			ISO	Q9HBE4 	J:73065 	
MGI:1890474	Il21	interleukin 21	3		T follicular helper cell differentiation			IMP		J:190912 	
MGI:1932410	Il23a	interleukin 23, alpha subunit p19	10		positive regulation of activated T cell proliferation			ISO	Q9NPF7 	J:164563 	
MGI:1932410	Il23a	interleukin 23, alpha subunit p19	10		positive regulation of memory T cell differentiation			IDA		J:87643 	
MGI:1932410	Il23a	interleukin 23, alpha subunit p19	10		positive regulation of NK T cell activation			ISO	Q9NPF7 	J:164563 	
MGI:1932410	Il23a	interleukin 23, alpha subunit p19	10		positive regulation of NK T cell proliferation			ISO	Q9NPF7 	J:164563 	
MGI:1932410	Il23a	interleukin 23, alpha subunit p19	10		positive regulation of T cell proliferation			IBA	PTN000409283 	J:265628 	
MGI:1932410	Il23a	interleukin 23, alpha subunit p19	10		positive regulation of T cell proliferation			IDA		J:65966 	
MGI:1932410	Il23a	interleukin 23, alpha subunit p19	10		positive regulation of T cell proliferation			ISO	Q9NPF7 	J:164563 	
MGI:1932410	Il23a	interleukin 23, alpha subunit p19	10		positive regulation of T-helper 17 cell lineage commitment			IBA	PTN000409283 	J:265628 	
MGI:1932410	Il23a	interleukin 23, alpha subunit p19	10		positive regulation of T-helper 17 cell lineage commitment			IDA		J:150655 	
MGI:1932410	Il23a	interleukin 23, alpha subunit p19	10		T cell proliferation			IDA		J:124638 	
MGI:2181693	Il23r	interleukin 23 receptor	6		positive regulation of T cell proliferation			IDA		J:65966 	
MGI:2181693	Il23r	interleukin 23 receptor	6		positive regulation of T cell proliferation			ISO	Q5VWK5 	J:164563 	
MGI:2384409	Il27	interleukin 27	7		regulation of T cell proliferation			IBA	PTN000466839 	J:265628 	
MGI:2384409	Il27	interleukin 27	7		regulation of T cell proliferation			IDA		J:77522 	
MGI:2384409	Il27	interleukin 27	7		regulation of T-helper 1 cell differentiation			IBA	PTN000466839 	J:265628 	
MGI:2384409	Il27	interleukin 27	7		regulation of T-helper 1 cell differentiation			ISO	Q8NEV9 	J:164563 	
MGI:1355318	Il27ra	interleukin 27 receptor, alpha	8		positive regulation of activated T cell proliferation			IBA	PTN002745680 	J:265628 	
MGI:1916927	Il36b	interleukin 36B	2		positive regulation of T cell differentiation			IBA	PTN000008588 	J:265628 	
MGI:1916927	Il36b	interleukin 36B	2		positive regulation of T cell differentiation			IGI	MGI:96539 	J:191418 	
MGI:1196370	Ildr2	immunoglobulin-like domain containing receptor 2	1		negative regulation of T cell activation			IDA		J:313848 	
MGI:1196370	Ildr2	immunoglobulin-like domain containing receptor 2	1		negative regulation of T cell activation			ISO	Q71H61 	J:164563 	
MGI:96590	Irf1	interferon regulatory factor 1	11		CD8-positive, alpha-beta T cell differentiation	happens in thymus|happens in spleen|happens in blood		IMP	MGI:1857205 	J:69487 	
MGI:96590	Irf1	interferon regulatory factor 1	11		negative regulation of regulatory T cell differentiation			IMP		J:137875 	
MGI:96590	Irf1	interferon regulatory factor 1	11		negative regulation of T-helper 2 cell differentiation			TAS		J:183979 	
MGI:96590	Irf1	interferon regulatory factor 1	11		positive regulation of T-helper 1 cell differentiation			TAS		J:183979 	
MGI:96590	Irf1	interferon regulatory factor 1	11		regulation of CD8-positive, alpha-beta T cell proliferation			IMP		J:183131 	
MGI:1096873	Irf4	interferon regulatory factor 4	13		T-helper 17 cell lineage commitment			IMP		J:190118 	
MGI:5825552	Israa	immune system associated SCR family kinase partner	14		T cell activation			IMP		J:248810 	
MGI:1202301	Itch	itchy, E3 ubiquitin protein ligase	2		negative regulation of alpha-beta T cell proliferation	regulates the proliferation of CD4-positive, alpha-beta T cell		IMP	MGI:1856404 	J:89097 	
MGI:3578624	Itgad	integrin, alpha D	7		activated T cell proliferation			IMP	MGI:3579559 	J:90954 	
MGI:96606	Itgal	integrin alpha L	7		activated T cell proliferation			IMP	MGI:2661083 	J:90954 	
MGI:96606	Itgal	integrin alpha L	7		positive regulation of T cell proliferation			IMP		J:125147 	
MGI:96606	Itgal	integrin alpha L	7		T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell			ISO	P20701 	J:164563 	
MGI:96607	Itgam	integrin alpha M	7		activated T cell proliferation			IMP	MGI:2157556 	J:90954 	
MGI:96608	Itgav	integrin alpha V	2		T cell activation			TAS		J:175211 	
MGI:96609	Itgax	integrin alpha X	7	NOT	activated T cell proliferation			IMP	MGI:3579560 	J:90954 	
MGI:96611	Itgb2	integrin beta 2	10		activated T cell proliferation			IMP	MGI:1861705 	J:90954 	
MGI:96621	Itk	IL2 inducible T cell kinase	11		gamma-delta T cell activation			IMP		J:196163 	
MGI:96621	Itk	IL2 inducible T cell kinase	11		NK T cell differentiation			IBA	PTN002815374 	J:265628 	
MGI:96621	Itk	IL2 inducible T cell kinase	11		NK T cell differentiation	happens in spleen|happens in thymus		IGI	MGI:102960 	J:131540 	
MGI:96621	Itk	IL2 inducible T cell kinase	11		NK T cell differentiation	happens in spleen|happens in thymus		IMP	MGI:2178928 	J:131540 	
MGI:109235	Itpkb	inositol 1,4,5-trisphosphate 3-kinase B	1		positive regulation of alpha-beta T cell differentiation			IMP	MGI:3039799 	J:89286 	
MGI:109235	Itpkb	inositol 1,4,5-trisphosphate 3-kinase B	1		positive thymic T cell selection			IMP	MGI:3039799 	J:89286 	
MGI:109235	Itpkb	inositol 1,4,5-trisphosphate 3-kinase B	1		T cell differentiation			IMP	MGI:2680720 	J:86257 	
MGI:109235	Itpkb	inositol 1,4,5-trisphosphate 3-kinase B	1		thymic T cell selection			IMP	MGI:2680720 	J:86257 	
MGI:1098270	Jag2	jagged 2	12		gamma-delta T cell differentiation			IMP		J:56675 	
MGI:1098270	Jag2	jagged 2	12		T cell differentiation			ISO	Q9Y219 	J:164563 	
MGI:1098270	Jag2	jagged 2	12		thymic T cell selection			ISO	Q9Y219 	J:164563 	
MGI:1098270	Jag2	jagged 2	12		thymic T cell selection			ISS	Q9Y219 	J:56675 	
MGI:96629	Jak2	Janus kinase 2	19		positive regulation of NK T cell proliferation			ISO	O60674 	J:164563 	
MGI:96629	Jak2	Janus kinase 2	19		positive regulation of T cell proliferation			IDA		J:65966 	
MGI:96629	Jak2	Janus kinase 2	19		positive regulation of T cell proliferation			ISO	O60674 	J:164563 	
MGI:99928	Jak3	Janus kinase 3	8		negative regulation of T cell activation			IMP		J:112031 	
MGI:99928	Jak3	Janus kinase 3	8		negative regulation of T-helper 1 cell differentiation			IMP		J:123902 	
MGI:99928	Jak3	Janus kinase 3	8		positive regulation of activated T cell proliferation			ISO	RGD:2940 	J:155856 	
MGI:99928	Jak3	Janus kinase 3	8		positive regulation of T cell proliferation			IBA	PTN000700628 	J:265628 	
MGI:99928	Jak3	Janus kinase 3	8		positive regulation of T cell proliferation			ISO	RGD:2940 	J:155856 	
MGI:2685484	Jaml	junction adhesion molecule like	9		gamma-delta T cell activation			IDA		J:163519 	
MGI:1858910	Jmjd6	jumonji domain containing 6	11		T cell differentiation in thymus	happens in thymus,results in the differentiation of T cell		IMP	MGI:3043930 	J:90288 	
MGI:1343101	Kat2a	K(lysine) acetyltransferase 2A	11		regulation of regulatory T cell differentiation			IMP		J:247860 	
MGI:1343101	Kat2a	K(lysine) acetyltransferase 2A	11		regulation of T cell activation			IMP		J:247860 	
MGI:1915387	Kdelr1	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1	7		T cell differentiation			IMP	MGI:5689886 	J:224970 	
MGI:96677	Kit	KIT proto-oncogene receptor tyrosine kinase	5		T cell differentiation			IMP		J:79128 	
MGI:106588	Lag3	lymphocyte-activation gene 3	6		negative regulation of regulatory T cell differentiation			IMP		J:93930 	
MGI:106588	Lag3	lymphocyte-activation gene 3	6		negative regulation of T cell activation	regulates a function/process that happens in T cell		IDA		J:80063 	
MGI:106588	Lag3	lymphocyte-activation gene 3	6		negative regulation of T cell activation			IDA		J:78576 J:269578 	
MGI:108046	Laptm5	lysosomal-associated protein transmembrane 5	4		negative regulation of activated T cell proliferation	happens in spleen		IMP		J:137841 	
MGI:108046	Laptm5	lysosomal-associated protein transmembrane 5	4		negative regulation of T cell activation	is a part of helper T cell,is a part of spleen		IMP		J:137841 	
MGI:1342293	Lat	linker for activation of T cells	7		regulation of T cell activation			IBA	PTN000400392 	J:265628 	
MGI:1342293	Lat	linker for activation of T cells	7		regulation of T cell activation			ISO	O43561 	J:164563 	
MGI:2443362	Lax1	lymphocyte transmembrane adaptor 1	1		negative regulation of T cell activation			IBA	PTN000642351 	J:265628 	
MGI:2443362	Lax1	lymphocyte transmembrane adaptor 1	1		negative regulation of T cell activation			ISO	Q8IWV1 	J:164563 	
MGI:96756	Lck	lymphocyte protein tyrosine kinase	4		positive regulation of gamma-delta T cell differentiation	regulates the differentiation of immature gamma-delta T cell		IMP	MGI:1857211 	J:22470 	
MGI:96756	Lck	lymphocyte protein tyrosine kinase	4		positive regulation of T cell activation			ISO	P06239 	J:164563 	
MGI:96756	Lck	lymphocyte protein tyrosine kinase	4		regulation of regulatory T cell differentiation			IGI	MGI:88327 	J:170513 	
MGI:96756	Lck	lymphocyte protein tyrosine kinase	4		T cell differentiation			IBA	PTN002815181 	J:265628 	
MGI:96756	Lck	lymphocyte protein tyrosine kinase	4		T cell differentiation			ISO	P06239 	J:164563 	
MGI:104808	Lcp1	lymphocyte cytosolic protein 1	14		T cell activation involved in immune response			ISO	P13796 	J:164563 	
MGI:96770	Lef1	lymphoid enhancer binding factor 1	3		alpha-beta T cell differentiation	happens in thymus		IGI	MGI:98507 	J:110481 	
MGI:96770	Lef1	lymphoid enhancer binding factor 1	3		positive regulation of gamma-delta T cell differentiation			IMP		J:196163 	
MGI:96770	Lef1	lymphoid enhancer binding factor 1	3		T cell receptor V(D)J recombination			IGI	MGI:98507 	J:110481 	
MGI:96770	Lef1	lymphoid enhancer binding factor 1	3		T-helper 1 cell differentiation			IDA		J:164710 	
MGI:104663	Lep	leptin	6		positive regulation of T cell proliferation			ISO	P41159 	J:164563 	
MGI:104663	Lep	leptin	6		T cell differentiation			IMP		J:49623 	
MGI:104993	Lepr	leptin receptor	4		T cell differentiation			IMP		J:49623 	
MGI:1095413	Lfng	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	5		T cell differentiation			IMP		J:146621 	
MGI:96777	Lgals1	lectin, galactose binding, soluble 1	15		T cell costimulation			IDA		J:183108 	
MGI:96778	Lgals3	lectin, galactose binding, soluble 3	14		negative regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell			IMP		J:151990 	
MGI:96778	Lgals3	lectin, galactose binding, soluble 3	14		regulation of T cell proliferation			ISO	P17931 	J:164563 	
MGI:1316742	Lgals7	lectin, galactose binding, soluble 7	7		negative regulation of CD4-positive, alpha-beta T cell proliferation			IBA	PTN002602624 	J:265628 	
MGI:1928481	Lgals8	lectin, galactose binding, soluble 8	13		T cell costimulation			IDA		J:183108 	
MGI:109496	Lgals9	lectin, galactose binding, soluble 9	11		negative regulation of CD4-positive, alpha-beta T cell proliferation			IBA	PTN002602624 	J:265628 	
MGI:109496	Lgals9	lectin, galactose binding, soluble 9	11		negative regulation of CD4-positive, alpha-beta T cell proliferation	happens in spleen,happens in UBERON:0004780,happens in regulatory T cell		IMP		J:224716 	
MGI:109496	Lgals9	lectin, galactose binding, soluble 9	11		positive regulation of regulatory T cell differentiation	happens in UBERON:0000030,happens in Peyer's patch,results in the differentiation of induced T-regulatory cell		IMP		J:224716 	
MGI:109496	Lgals9	lectin, galactose binding, soluble 9	11	NOT	regulation of T cell differentiation in thymus			IMP		J:224716 	
MGI:1335098	Lig4	ligase IV, DNA, ATP-dependent	8		T cell differentiation in thymus	results in the differentiation of CL:0000806		IMP	MGI:1857732 	J:63078 	
MGI:1335098	Lig4	ligase IV, DNA, ATP-dependent	8		T cell differentiation in thymus	results in the differentiation of DN2 thymocyte		IMP	MGI:1857732 	J:50865 	
MGI:1335098	Lig4	ligase IV, DNA, ATP-dependent	8		T cell receptor V(D)J recombination	happens in T cell		IMP	MGI:1857732 	J:63078 	
MGI:102701	Lilrb4a	leukocyte immunoglobulin-like receptor, subfamily B, member 4A	10		CD4-positive, alpha-beta T cell proliferation			IMP	MGI:3818260 	J:141234 	
MGI:102701	Lilrb4a	leukocyte immunoglobulin-like receptor, subfamily B, member 4A	10		CD8-positive, alpha-beta T cell proliferation			IMP	MGI:3818260 	J:141234 	
MGI:102701	Lilrb4a	leukocyte immunoglobulin-like receptor, subfamily B, member 4A	10		negative regulation of activated T cell proliferation			ISO	Q8NHJ6 	J:164563 	
MGI:102701	Lilrb4a	leukocyte immunoglobulin-like receptor, subfamily B, member 4A	10		negative regulation of cytotoxic T cell differentiation			ISO	Q8NHJ6 	J:164563 	
MGI:102701	Lilrb4a	leukocyte immunoglobulin-like receptor, subfamily B, member 4A	10		negative regulation of T cell costimulation			ISO	Q8NHJ6 	J:164563 	
MGI:102701	Lilrb4a	leukocyte immunoglobulin-like receptor, subfamily B, member 4A	10		negative regulation of T cell proliferation			ISO	Q8NHJ6 	J:164563 	
MGI:102701	Lilrb4a	leukocyte immunoglobulin-like receptor, subfamily B, member 4A	10		positive regulation of CD8-positive, alpha-beta T cell differentiation			ISO	Q8NHJ6 	J:164563 	
MGI:102701	Lilrb4a	leukocyte immunoglobulin-like receptor, subfamily B, member 4A	10		positive regulation of regulatory T cell differentiation			ISO	Q8NHJ6 	J:164563 	
MGI:102702	Lilrb4b	leukocyte immunoglobulin-like receptor, subfamily B, member 4B	10		negative regulation of activated T cell proliferation			ISO	Q8NHJ6 	J:164563 	
MGI:102702	Lilrb4b	leukocyte immunoglobulin-like receptor, subfamily B, member 4B	10		negative regulation of cytotoxic T cell differentiation			ISO	Q8NHJ6 	J:164563 	
MGI:102702	Lilrb4b	leukocyte immunoglobulin-like receptor, subfamily B, member 4B	10		negative regulation of T cell costimulation			ISO	Q8NHJ6 	J:164563 	
MGI:102702	Lilrb4b	leukocyte immunoglobulin-like receptor, subfamily B, member 4B	10		negative regulation of T cell proliferation			ISO	Q8NHJ6 	J:164563 	
MGI:102702	Lilrb4b	leukocyte immunoglobulin-like receptor, subfamily B, member 4B	10		positive regulation of CD8-positive, alpha-beta T cell differentiation			ISO	Q8NHJ6 	J:164563 	
MGI:102702	Lilrb4b	leukocyte immunoglobulin-like receptor, subfamily B, member 4B	10		positive regulation of regulatory T cell differentiation			ISO	Q8NHJ6 	J:164563 	
MGI:1289247	Lmbr1l	limb region 1 like	15		T cell differentiation			IMP		J:274568 	
MGI:1289247	Lmbr1l	limb region 1 like	15		T cell proliferation			IMP		J:274568 	
MGI:102812	Lmo1	LIM domain only 1	7		regulation of T cell homeostatic proliferation			IDA		J:2066 	
MGI:1337004	Loxl3	lysyl oxidase-like 3	6		negative regulation of T-helper 17 cell lineage commitment			IMP		J:239159 	
MGI:93882	Lrrc32	leucine rich repeat containing 32	7		negative regulation of activated T cell proliferation			IDA		J:139262 	
MGI:96885	Ly9	lymphocyte antigen 9	1		T cell activation			IBA	PTN001382715 	J:265628 	
MGI:96885	Ly9	lymphocyte antigen 9	1		T-helper 17 cell lineage commitment			ISO	Q9HBG7 	J:164563 	
MGI:1341857	Mad1l1	MAD1 mitotic arrest deficient 1-like 1	5		negative regulation of T cell proliferation			IDA		J:68141 	
MGI:104555	Mafb	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)	2		T cell differentiation in thymus	happens in thymus primordium		IMP	MGI:3663168 	J:147173 	
MGI:2445027	Malt1	MALT1 paracaspase	18		positive regulation of T cell activation			IMP	MGI:3639305 	J:109545 	
MGI:2445027	Malt1	MALT1 paracaspase	18		positive regulation of T-helper 17 cell differentiation			IDA		J:259145 	
MGI:2445027	Malt1	MALT1 paracaspase	18		T cell proliferation			IMP	MGI:2684761 	J:86770 	
MGI:1309464	Mapk8ip1	mitogen-activated protein kinase 8 interacting protein 1	2		regulation of CD8-positive, alpha-beta T cell proliferation			IMP		J:205863 	
MGI:1931053	Marchf7	membrane associated ring-CH-type finger 7	2		negative regulation of T cell proliferation			IMP	MGI:3530008 	J:96167 	
MGI:96949	Mdk	midkine	2		negative regulation of regulatory T cell differentiation			ISO	P21741 	J:164563 	
MGI:96949	Mdk	midkine	2		positive regulation of T cell differentiation			IMP		J:241140 	
MGI:96949	Mdk	midkine	2		T cell activation involved in immune response			IMP		J:241140 	
MGI:1927165	Mettl3	methyltransferase like 3	14		regulation of T cell differentiation			IMP		J:249262 	
MGI:1355329	Mink1	misshapen-like kinase 1 (zebrafish)	11		negative thymic T cell selection	has the participant thymus,has the participant T cell		IMP		J:94869 	
MGI:3619324	Mir301	microRNA 301	11		regulation of T-helper 17 cell differentiation			IMP		J:184679 	
MGI:3619338	Mir326	microRNA 326	7		positive regulation of T-helper 17 cell differentiation			IDA		J:157744 	
MGI:3619338	Mir326	microRNA 326	7		positive regulation of T-helper 17 cell differentiation			IMP		J:157744 	
MGI:3718563	Mir873a	microRNA 873a	4		T-helper 17 cell differentiation			ISO	HGNC 	J:251356 	
MGI:1289160	Mpzl2	myelin protein zero-like 2	9		T cell differentiation in thymus			IMP		J:154039 	
MGI:1195463	Mr1	major histocompatibility complex, class I-related	1		T cell differentiation in thymus			IMP		J:113083 	
MGI:97167	Msn	moesin	X		T cell proliferation			ISO	P26038 	J:164563 	
MGI:1928394	Mtor	mechanistic target of rapamycin kinase	4		T-helper 1 cell lineage commitment			IMP		J:233777 	
MGI:97249	Myb	myeloblastosis oncogene	10		positive regulation of T-helper cell differentiation			ISO	P10242 	J:164563 	
MGI:107717	Myh9	myosin, heavy polypeptide 9, non-muscle	15		establishment of T cell polarity	happens in CD4-positive, alpha-beta T cell		IMP		J:89810 	
MGI:1289164	Ncaph2	non-SMC condensin II complex, subunit H2	15		T cell differentiation in thymus	happens in thyroid gland,results in the differentiation of T cell		IMP	MGI:3710093 	J:123300 	
MGI:109601	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	9		positive regulation of T cell proliferation			ISO	P16333 	J:164563 	
MGI:109601	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	9		T cell activation			ISO	P16333 	J:164563 	
MGI:1306821	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2	1		positive regulation of T cell proliferation			ISO	O43639 	J:164563 	
MGI:1926063	Nckap1l	NCK associated protein 1 like	15		negative regulation of cytotoxic T cell degranulation			ISO	P55160 	J:164563 	
MGI:1926063	Nckap1l	NCK associated protein 1 like	15		positive regulation of CD4-positive, alpha-beta T cell differentiation			IMP		J:141377 	
MGI:1926063	Nckap1l	NCK associated protein 1 like	15		positive regulation of CD8-positive, alpha-beta T cell differentiation			IMP		J:141377 	
MGI:1926063	Nckap1l	NCK associated protein 1 like	15		positive regulation of gamma-delta T cell differentiation			IMP		J:141377 	
MGI:1926063	Nckap1l	NCK associated protein 1 like	15		positive regulation of T cell proliferation			IMP		J:141377 	
MGI:1926063	Nckap1l	NCK associated protein 1 like	15		positive regulation of T cell proliferation			ISO	P55160 	J:164563 	
MGI:1349717	Ncor1	nuclear receptor co-repressor 1	11		CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	results in the differentiation of double-positive, alpha-beta thymocyte		IMP	MGI:2677822 	J:65417 	
MGI:1891700	Ncstn	nicastrin	1		T cell proliferation			IMP	MGI:2667524 	J:125592 	
MGI:1929601	Ndfip1	Nedd4 family interacting protein 1	18		negative regulation of T cell proliferation	regulates the proliferation of CD4-positive, alpha-beta T cell		IMP	MGI:3695433 	J:116617 	
MGI:97297	Nedd4	neural precursor cell expressed, developmentally down-regulated 4	9		T cell activation			IMP	MGI:3829272 	J:143560 	
MGI:103296	Nfatc3	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3	8		T cell differentiation			IMP	MGI:2182778 	J:50124 	
MGI:3041243	Nfkbid	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta	7		negative regulation of T cell differentiation in thymus	regulates the differentiation of thymocyte		IDA		J:75807 	
MGI:3041243	Nfkbid	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta	7		positive regulation of T-helper 17 cell differentiation			IMP		J:259145 	
MGI:1931595	Nfkbiz	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta	16		positive regulation of T-helper 17 cell differentiation			IMP		J:259145 	
MGI:1922820	Nhej1	non-homologous end joining factor 1	1		T cell differentiation			ISO	Q9H9Q4 	J:164563 	
MGI:1922820	Nhej1	non-homologous end joining factor 1	1		T cell differentiation			ISS	Q9H9Q4 	J:116419 	
MGI:1914300	Nkap	NFKB activating protein	X		positive regulation of alpha-beta T cell differentiation			ISO	Q8N5F7 	J:164563 	
MGI:1914300	Nkap	NFKB activating protein	X		T cell differentiation in thymus	happens in thymus		IMP	MGI:3765313 MGI:4839023 	J:165872 	
MGI:1931250	Nkg7	natural killer cell group 7 sequence	7		CD4-positive, alpha-beta T cell activation			IMP		J:301637 	
MGI:97348	Nkx2-3	NK2 homeobox 3	19		CD4-positive, alpha-beta T cell differentiation	happens in small intestine		IMP	MGI:2448069 	J:64018 	
MGI:2444070	Nlrc3	NLR family, CARD domain containing 3	16		T cell activation			ISS	Q7RTR2 	J:114713 	
MGI:2653833	Nlrp3	NLR family, pyrin domain containing 3	11		positive regulation of T-helper 17 cell differentiation			IMP		J:224866 	
MGI:2653833	Nlrp3	NLR family, pyrin domain containing 3	11		positive regulation of T-helper 2 cell differentiation			IMP		J:224866 	
MGI:1914372	Nrarp	Notch-regulated ankyrin repeat protein	2		negative regulation of T cell differentiation	happens in bone marrow,regulates the differentiation of T cell		IDA		J:83687 	
MGI:1859615	Otud5	OTU domain containing 5	X		CD8-positive, alpha-beta T cell differentiation			IMP	MGI:2386448 MGI:5752247 	J:219495 	
MGI:1859615	Otud5	OTU domain containing 5	X		T-helper 17 cell lineage commitment			IMP	MGI:2386448 MGI:5752247 	J:219495 	
MGI:1339957	P2rx7	purinergic receptor P2X, ligand-gated ion channel, 7	5		T cell proliferation	happens in spleen,affects a population of T cell		IMP	MGI:2386080 	J:118862 	
MGI:2443160	Pag1	phosphoprotein associated with glycosphingolipid microdomains 1	3		negative regulation of T cell activation			IBA	PTN000419053 	J:265628 	
MGI:2443160	Pag1	phosphoprotein associated with glycosphingolipid microdomains 1	3		negative regulation of T cell activation			IDA		J:113969 	
MGI:2443160	Pag1	phosphoprotein associated with glycosphingolipid microdomains 1	3		regulation of T cell activation			ISO	Q9NWQ8 	J:164563 	
MGI:2443160	Pag1	phosphoprotein associated with glycosphingolipid microdomains 1	3		regulation of T cell activation			TAS		J:113969 	
MGI:1891832	Patz1	POZ (BTB) and AT hook containing zinc finger 1	11		T cell differentiation	results in the differentiation of T cell		IDA		J:112614 	
MGI:2149961	Pawr	PRKC, apoptosis, WT1, regulator	10		negative regulation of T cell proliferation			IMP	MGI:2678021 	J:85495 	
MGI:97485	Pax1	paired box 1	2		CD4-positive, alpha-beta T cell differentiation	happens in thymus,results in the differentiation of CD4-positive, alpha-beta T cell		IMP	MGI:3603176 	J:100951 	
MGI:97485	Pax1	paired box 1	2		CD8-positive, alpha-beta T cell differentiation	happens in thymus,results in the differentiation of CD8-positive, alpha-beta T cell		IMP	MGI:3603176 	J:100951 	
MGI:97501	Pck1	phosphoenolpyruvate carboxykinase 1, cytosolic	2		positive regulation of memory T cell differentiation			IMP		J:257496 	
MGI:1930125	Pdcd1lg2	programmed cell death 1 ligand 2	19		negative regulation of activated T cell proliferation			ISO	Q9BQ51 	J:164563 	
MGI:1930125	Pdcd1lg2	programmed cell death 1 ligand 2	19		negative regulation of T cell proliferation			IBA	PTN002402215 	J:265628 	
